"year","month","day","station","O3","TEMP","PRES","DEWP","RAIN","WSPM","date"
2013,3,1,"Shunyi",62.4782608695652,0.541666666666667,1029.64166666667,-20.6375,0,3.16666666666667,2013-03-01
2013,3,2,"Shunyi",40.4166666666667,0.0833333333333333,1029.46666666667,-16.275,0,1.34583333333333,2013-03-02
2013,3,3,"Shunyi",24.5416666666667,5.02916666666667,1017.0375,-11.7791666666667,0,1.625,2013-03-03
2013,3,4,"Shunyi",55.125,8.9375,1020.11666666667,-12.4375,0,2.09166666666667,2013-03-04
2013,3,5,"Shunyi",74.5416666666667,6.45,1013.4875,-7.22083333333333,0,1.19583333333333,2013-03-05
2013,3,6,"Shunyi",49.7083333333333,6.575,1009.99166666667,-4.80416666666667,0,1.2,2013-03-06
2013,3,7,"Shunyi",52.2083333333333,8.37916666666667,1004.85833333333,-1.91666666666667,0,1.14583333333333,2013-03-07
2013,3,8,"Shunyi",95.6666666666667,8.98333333333333,1002.05,-1.72083333333333,0,2.31666666666667,2013-03-08
2013,3,9,"Shunyi",78.375,6.79166666666667,1006.76666666667,-10.8458333333333,0,4.58333333333333,2013-03-09
2013,3,10,"Shunyi",49.0833333333333,5.05416666666667,1023.1125,-13.2333333333333,0,2.15,2013-03-10
2013,3,11,"Shunyi",64.9166666666667,6.48333333333333,1016.375,-6.84166666666667,0,1.6,2013-03-11
2013,3,12,"Shunyi",43.6666666666667,4.73333333333333,1011.47083333333,0.75,0.116666666666667,1.32083333333333,2013-03-12
2013,3,13,"Shunyi",76.625,3.525,1025.45416666667,-12.4875,0,2.19583333333333,2013-03-13
2013,3,14,"Shunyi",74.125,3.50833333333333,1024.2625,-4.58333333333333,0,1.72916666666667,2013-03-14
2013,3,15,"Shunyi",39.4583333333333,5.67083333333333,1017.08333333333,-1.475,0,1.4625,2013-03-15
2013,3,16,"Shunyi",67.625,8.97916666666667,1019.2875,-0.15,0,2.125,2013-03-16
2013,3,17,"Shunyi",103.5,9.2,1004.525,1.975,0,1.25416666666667,2013-03-17
2013,3,18,"Shunyi",89.25,7.65,1003.8875,-9.77083333333333,0,3.75833333333333,2013-03-18
2013,3,19,"Shunyi",40.8333333333333,1.67916666666667,1011.6625,-1.05,0.283333333333333,2.1125,2013-03-19
2013,3,20,"Shunyi",35.875,1.25416666666667,1019.82083333333,-4.4625,0.229166666666667,2,2013-03-20
2013,3,21,"Shunyi",28.1818181818182,3.92083333333333,1007.52083333333,-2.775,0,1.50416666666667,2013-03-21
2013,3,22,"Shunyi",56.9166666666667,5.85416666666667,1014.34583333333,-6.54583333333333,0,2.49583333333333,2013-03-22
2013,3,23,"Shunyi",31.9849583333333,4.24166666666667,1011.3375,-7.075,0,3.09583333333333,2013-03-23
2013,3,24,"Shunyi",59.953375,3.9125,1019,-13.1625,0,1.99583333333333,2013-03-24
2013,3,25,"Shunyi",34.5746571428571,4.90833333333333,1018.02083333333,-6.80416666666667,0,1.65833333333333,2013-03-25
2013,3,26,"Shunyi",13.8243583333333,7.52083333333333,1010.175,-1.79583333333333,0,1.84166666666667,2013-03-26
2013,3,27,"Shunyi",39.3205,10.7791666666667,1007.6625,-4.1625,0,2.9625,2013-03-27
2013,3,28,"Shunyi",66.75,7.625,1017.8875,-12.7125,0,2.2125,2013-03-28
2013,3,29,"Shunyi",31.5652173913043,5.55416666666667,1018.9375,-6.40416666666667,0,1.97083333333333,2013-03-29
2013,3,30,"Shunyi",49.3181416666667,5.98333333333333,1019.3875,-4.25,0,2.31666666666667,2013-03-30
2013,3,31,"Shunyi",20.0833333333333,5.19166666666667,1015.72916666667,1.94166666666667,0,1.7625,2013-03-31
2013,4,1,"Shunyi",38.1424,10.1458333333333,1014.04583333333,-3.22916666666667,0,2.85,2013-04-01
2013,4,2,"Shunyi",55.7295043478261,9.67083333333333,1013.86666666667,-3.80416666666667,0,1.77083333333333,2013-04-02
