"year","month","day","station","O3","TEMP","PRES","DEWP","RAIN","WSPM","date"
2013,3,1,"Dingling",81.9583333333333,0.8125,1023.85833333333,-19.5833333333333,0,2.13333333333333,2013-03-01
2013,3,2,"Dingling",24.7083333333333,-0.395833333333333,1023.72916666667,-16.1166666666667,0,0.929166666666667,2013-03-02
2013,3,3,"Dingling",41,5.32916666666667,1011.3125,-12.9958333333333,0,1.3625,2013-03-03
2013,3,4,"Dingling",76.9166666666667,9.2375,1014.40416666667,-13.4666666666667,0,2.38333333333333,2013-03-04
2013,3,5,"Dingling",86.5,6.4625,1007.79583333333,-9,0,0.766666666666667,2013-03-05
2013,3,6,"Dingling",73.125,7.34583333333333,1004.34583333333,-4.76666666666667,0,1.04166666666667,2013-03-06
2013,3,7,"Dingling",60.3333333333333,9.2375,999.229166666667,-3.89583333333333,0,1.00833333333333,2013-03-07
2013,3,8,"Dingling",87.5833333333333,12.0375,996.154166666667,-2.87083333333333,0,2.10416666666667,2013-03-08
2013,3,9,"Dingling",100.958333333333,7.1125,1001.66666666667,-11.3791666666667,0,3.29166666666667,2013-03-09
2013,3,10,"Dingling",94,7.29166666666667,1017.01666666667,-16.7166666666667,0,2.34583333333333,2013-03-10
2013,3,11,"Dingling",90.6666666666667,5.3625,1010.50833333333,-8.42083333333333,0,1.25833333333333,2013-03-11
2013,3,12,"Dingling",43.0416666666667,5.1875,1005.90833333333,-0.658333333333333,0.0875,1.20833333333333,2013-03-12
2013,3,13,"Dingling",85.7083333333333,4.74166666666667,1019.39583333333,-13.3208333333333,0,2.12916666666667,2013-03-13
2013,3,14,"Dingling",81.2916666666667,3.4875,1018.3125,-4.69166666666667,0,1.5,2013-03-14
2013,3,15,"Dingling",62.6666666666667,5.66666666666667,1011.35833333333,-2.44583333333333,0,0.9375,2013-03-15
2013,3,16,"Dingling",93.625,8.87083333333333,1013.54166666667,-0.3625,0,1.4875,2013-03-16
2013,3,17,"Dingling",104.166666666667,9.525,998.854166666667,1.63333333333333,0,1.04166666666667,2013-03-17
2013,3,18,"Dingling",93.4166666666667,8.67083333333333,998.233333333333,-11.4416666666667,0,3.69166666666667,2013-03-18
2013,3,19,"Dingling",35.695652173913,1.23333333333333,1005.9625,-0.779166666666667,0.375,1.4,2013-03-19
2013,3,20,"Dingling",63.2083333333333,1.3875,1013.85,-4.63333333333333,0.5,1.275,2013-03-20
2013,3,21,"Dingling",40.8333333333333,3.15833333333333,1001.90833333333,-2.275,0,0.983333333333333,2013-03-21
2013,3,22,"Dingling",75.8333333333333,6.7875,1008.22916666667,-7.575,0,2.275,2013-03-22
2013,3,23,"Dingling",47.695652173913,4.04583333333333,1005.68333333333,-7.52916666666667,0,2.475,2013-03-23
2013,3,24,"Dingling",78.9845166666667,4.82916666666667,1013.03333333333,-14.5583333333333,0,1.975,2013-03-24
2013,3,25,"Dingling",47.3975416666667,4.675,1012.12916666667,-6.85,0,1.40416666666667,2013-03-25
2013,3,26,"Dingling",39.383225,6.33333333333333,1004.37083333333,-3.35416666666667,0,1,2013-03-26
2013,3,27,"Dingling",63.4608956521739,10.1125,1002.20416666667,-7.30416666666667,0,2.64583333333333,2013-03-27
2013,3,28,"Dingling",86.875,7.84166666666667,1012.11666666667,-14.6708333333333,0,2.14166666666667,2013-03-28
2013,3,29,"Dingling",64.1899333333333,5.64166666666667,1013.15,-9.17916666666667,0,1.74583333333333,2013-03-29
2013,3,30,"Dingling",65.0833333333333,6.275,1013.5125,-4.36666666666667,0,1.86666666666667,2013-03-30
2013,3,31,"Dingling",17.5652173913043,4.72083333333333,1010.025,1.73333333333333,0,1.62916666666667,2013-03-31
2013,4,1,"Dingling",60.5,10.3041666666667,1008.6625,-6.05,0,3.0375,2013-04-01
2013,4,2,"Dingling",88.6270083333333,10.3458333333333,1008.09583333333,-7.625,0,1.23333333333333,2013-04-02
2013,4,3,"Dingling",85.1818181818182,11.9541666666667,1003.37916666667,-1.81666666666667,0,1.65833333333333,2013-04-03
2013,4,4,"Dingling",42.6521739130435,7.575,1006.025,-0.395833333333333,0.370833333333333,1.24166666666667,2013-04-04
2013,4,5,"Dingling",51.625,8.05833333333333,1010.1375,-1.60416666666667,0.0708333333333333,2.3,2013-04-05
2013,4,6,"Dingling",73.9209833333333,8.74166666666667,1007.4375,-9.83333333333333,0,1.82916666666667,2013-04-06
2013,4,7,"Dingling",53.4166666666667,8.32083333333333,999.3375,-2.22916666666667,0,1.42083333333333,2013-04-07
