"year","month","day","station","O3","TEMP","PRES","DEWP","RAIN","WSPM","date"
2013,3,1,"Nongzhanguan",72.0833333333333,1.325,1028.78333333333,-21.4666666666667,0,3.30833333333333,2013-03-01
2013,3,2,"Nongzhanguan",40.1666666666667,0.491666666666667,1028.85,-16.9625,0,0.791666666666667,2013-03-02
2013,3,3,"Nongzhanguan",18.5833333333333,4.9875,1016.45833333333,-12.3125,0,1.225,2013-03-03
2013,3,4,"Nongzhanguan",62.4583333333333,10.5625,1019.45416666667,-14,0,2.50416666666667,2013-03-04
2013,3,5,"Nongzhanguan",77.5833333333333,7.2125,1012.70416666667,-7.78333333333333,0,0.9125,2013-03-05
2013,3,6,"Nongzhanguan",30.4583333333333,8,1009.29583333333,-5.37916666666667,0,0.775,2013-03-06
2013,3,7,"Nongzhanguan",47.5833333333333,9.25833333333333,1004.10833333333,-2.54583333333333,0,1.17083333333333,2013-03-07
2013,3,8,"Nongzhanguan",99.3333333333333,9.6625,1001.32916666667,-2.5,0,1.67916666666667,2013-03-08
2013,3,9,"Nongzhanguan",93.4166666666667,7.23333333333333,1006.12916666667,-12.1,0,4,2013-03-09
2013,3,10,"Nongzhanguan",94.375,5.7875,1022.50416666667,-15.1083333333333,0,2.33333333333333,2013-03-10
2013,3,11,"Nongzhanguan",87.0416666666667,7.18333333333333,1015.58333333333,-7.65,0,1.52083333333333,2013-03-11
2013,3,12,"Nongzhanguan",50.1666666666667,5.10416666666667,1010.79583333333,1.12083333333333,0.220833333333333,1.17916666666667,2013-03-12
2013,3,13,"Nongzhanguan",78.2083333333333,4.3625,1024.74583333333,-11.8208333333333,0,2.01666666666667,2013-03-13
2013,3,14,"Nongzhanguan",86.5,3.9625,1023.47083333333,-4.99166666666667,0,1.85833333333333,2013-03-14
2013,3,15,"Nongzhanguan",60.3333333333333,5.86666666666667,1016.3875,-1.32083333333333,0,0.9375,2013-03-15
2013,3,16,"Nongzhanguan",81.5833333333333,9.63333333333333,1018.6375,-0.2625,0,1.775,2013-03-16
2013,3,17,"Nongzhanguan",106.291666666667,9.96666666666667,1003.75416666667,2.35,0,1.125,2013-03-17
2013,3,18,"Nongzhanguan",91.375,8.17083333333333,1003.11666666667,-10.9916666666667,0,3.85833333333333,2013-03-18
2013,3,19,"Nongzhanguan",35.5416666666667,2.19166666666667,1010.85,-2.46666666666667,0.175,2.075,2013-03-19
2013,3,20,"Nongzhanguan",44.2916666666667,1.7625,1019.25833333333,-4.1375,0.254166666666667,1.8875,2013-03-20
2013,3,21,"Nongzhanguan",24.6666666666667,4.51666666666667,1006.80833333333,-3.00416666666667,0,1.70833333333333,2013-03-21
2013,3,22,"Nongzhanguan",55.9565217391304,6.325,1013.67916666667,-6.19166666666667,0,2.4125,2013-03-22
