"year","month","day","station","O3","TEMP","PRES","DEWP","RAIN","WSPM","date"
2013,3,1,"Huairou",78.2173913043478,0.0166666666666666,1023.78333333333,-21.9416666666667,0,2.93333333333333,2013-03-01
2013,3,2,"Huairou",35.0050166666667,-0.991666666666667,1023.6875,-16.2416666666667,0,1.575,2013-03-02
2013,3,3,"Huairou",27.8333333333333,3.9125,1011.3875,-12.475,0,1.77083333333333,2013-03-03
2013,3,4,"Huairou",55.9166666666667,7.10833333333333,1014.4875,-13.1,0,1.8875,2013-03-04
2013,3,5,"Huairou",87.9583333333333,5.68333333333333,1007.92083333333,-8.64583333333333,0,1.325,2013-03-05
2013,3,6,"Huairou",80.375,5.46666666666667,1004.475,-5.59583333333333,0,1.2375,2013-03-06
2013,3,7,"Huairou",63.5833333333333,7.62916666666667,999.4,-3.99166666666667,0,1.33333333333333,2013-03-07
2013,3,8,"Huairou",85.7916666666667,8.81666666666667,996.516666666667,-2.75416666666667,0,2.31666666666667,2013-03-08
2013,3,9,"Huairou",102.5,6.19583333333333,1001.3,-11.9,0,3.97083333333333,2013-03-09
2013,3,10,"Huairou",90.5416666666667,3.73333333333333,1017.325,-14.1416666666667,0,1.74166666666667,2013-03-10
2013,3,11,"Huairou",70.9583333333333,4.87916666666667,1010.8125,-8.55416666666667,0,1.39583333333333,2013-03-11
2013,3,12,"Huairou",41.875,4.9375,1005.85833333333,-0.708333333333333,0.0583333333333333,1.62916666666667,2013-03-12
2013,3,13,"Huairou",85.4583333333333,2.44583333333333,1019.5625,-13.3416666666667,0,2.74583333333333,2013-03-13
2013,3,14,"Huairou",79.25,1.99583333333333,1018.56666666667,-4.95416666666667,0,1.5625,2013-03-14
2013,3,15,"Huairou",45.375,4.20416666666667,1011.425,-2.3,0,1.15833333333333,2013-03-15
2013,3,16,"Huairou",77.7083333333333,8.2,1013.62916666667,-0.958333333333333,0,1.74583333333333,2013-03-16
2013,3,17,"Huairou",99.6666666666667,8.09166666666667,998.970833333333,1.15416666666667,0,1.36666666666667,2013-03-17
2013,3,18,"Huairou",87.7916666666667,7.28333333333333,998.183333333333,-10.775,0,3.69583333333333,2013-03-18
2013,3,19,"Huairou",40,0.966666666666667,1005.9625,-0.154166666666667,0.3375,2.41666666666667,2013-03-19
2013,3,20,"Huairou",54.625,0.4375,1013.79583333333,-4.20833333333333,0.145833333333333,1.89166666666667,2013-03-20
2013,3,21,"Huairou",28.9130434782609,3.07083333333333,1001.98333333333,-3.11666666666667,0,1.4375,2013-03-21
2013,3,22,"Huairou",59.4166666666667,6.2875,1008.58333333333,-8.46666666666667,0,2.99166666666667,2013-03-22
2013,3,23,"Huairou",43.75,4.07916666666667,1005.70416666667,-8.86666666666667,0,2.4125,2013-03-23
