"year","month","day","station","O3","TEMP","PRES","DEWP","RAIN","WSPM","date"
2013,3,1,"Guanyuan",63.1666666666667,1.39166666666667,1026.875,-18.7458333333333,0,3.25416666666667,2013-03-01
2013,3,2,"Guanyuan",35.1666666666667,0.616666666666667,1026.85,-15.9375,0,1.47916666666667,2013-03-02
2013,3,3,"Guanyuan",16.5,5.56666666666667,1014.60833333333,-12.3166666666667,0,1.65833333333333,2013-03-03
2013,3,4,"Guanyuan",54.5,9.9625,1017.65,-11.6833333333333,0,2.40416666666667,2013-03-04
2013,3,5,"Guanyuan",78.7916666666667,6.29166666666667,1010.9,-7.525,0,1.12916666666667,2013-03-05
2013,3,6,"Guanyuan",28.4166666666667,7.18333333333333,1007.48333333333,-4.21666666666667,0,1.48333333333333,2013-03-06
2013,3,7,"Guanyuan",46.6666666666667,9.2875,1002.32083333333,-2.03333333333333,0,1.55833333333333,2013-03-07
2013,3,8,"Guanyuan",106,9.6125,999.475,-1.15,0,1.6375,2013-03-08
2013,3,9,"Guanyuan",96.9166666666667,6.98333333333333,1004.39166666667,-10.1625,0,3.39166666666667,2013-03-09
2013,3,10,"Guanyuan",90.2916666666667,5.2625,1020.49166666667,-12.85,0,2.44166666666667,2013-03-10
2013,3,11,"Guanyuan",85.1666666666667,5.5375,1013.6625,-6.62083333333333,0,1.56666666666667,2013-03-11
2013,3,12,"Guanyuan",39.5,4.6,1008.80833333333,1.35,0.120833333333333,1.08333333333333,2013-03-12
2013,3,13,"Guanyuan",74.4583333333333,4.92916666666667,1022.475,-10.05,0,2.32916666666667,2013-03-13
2013,3,14,"Guanyuan",76.0833333333333,3.81666666666667,1021.4,-3.5875,0,1.95416666666667,2013-03-14
2013,3,15,"Guanyuan",63.0833333333333,6.4,1014.5,-1.06666666666667,0,1.42083333333333,2013-03-15
2013,3,16,"Guanyuan",94.5416666666667,9.52916666666667,1016.85416666667,0.883333333333333,0,1.69583333333333,2013-03-16
2013,3,17,"Guanyuan",107,10.0083333333333,1001.9375,3.14583333333333,0,1.14583333333333,2013-03-17
2013,3,18,"Guanyuan",91.0833333333333,8.38333333333333,1001.22083333333,-9.40416666666667,0.00416666666666667,3.6375,2013-03-18
2013,3,19,"Guanyuan",31.6666666666667,2.06666666666667,1008.89166666667,-1.32916666666667,0.375,1.91666666666667,2013-03-19
2013,3,20,"Guanyuan",45.375,1.52083333333333,1017.12083333333,-2.82083333333333,0.3125,2.05833333333333,2013-03-20
2013,3,21,"Guanyuan",30.0416666666667,3.5875,1004.925,-1.425,0,1.65,2013-03-21
2013,3,22,"Guanyuan",55.8260869565217,6.30416666666667,1011.55833333333,-4.5375,0,2.55,2013-03-22
2013,3,23,"Guanyuan",38.2083333333333,4.77083333333333,1008.50416666667,-6.29166666666667,0,2.4125,2013-03-23
2013,3,24,"Guanyuan",61.0741166666667,5.1125,1016.25833333333,-12.9,0,2.69166666666667,2013-03-24
2013,3,25,"Guanyuan",48.4703916666667,5.15,1015.3,-5.375,0,1.91666666666667,2013-03-25
2013,3,26,"Guanyuan",43.0613739130435,6.8,1007.56666666667,-0.795833333333333,0,1.6625,2013-03-26
2013,3,27,"Guanyuan",57.46275,10.8791666666667,1005.15833333333,-4.57083333333333,0,2.84583333333333,2013-03-27
2013,3,28,"Guanyuan",67.5,7.87916666666667,1015.56666666667,-10.2416666666667,0,2.225,2013-03-28
2013,3,29,"Guanyuan",39.2083333333333,6.20833333333333,1016.27916666667,-5.3,0,1.57083333333333,2013-03-29
2013,3,30,"Guanyuan",56.998747826087,6.45,1016.82083333333,-2.52916666666667,0,1.7375,2013-03-30
2013,3,31,"Guanyuan",21.5,5.57083333333333,1013.11666666667,2.475,0,1.49583333333333,2013-03-31
2013,4,1,"Guanyuan",57.1666666666667,10.4583333333333,1011.70416666667,-4.6875,0,3.07083333333333,2013-04-01
2013,4,2,"Guanyuan",72.0833333333333,10.0375,1011.40833333333,-1.49583333333333,0,1.91666666666667,2013-04-02
2013,4,3,"Guanyuan",68.2608695652174,11.9166666666667,1006.75416666667,0.0291666666666667,0,1.82916666666667,2013-04-03
2013,4,4,"Guanyuan",37.9166666666667,7.75833333333333,1009.12083333333,-0.0916666666666667,0.341666666666667,1.55416666666667,2013-04-04
2013,4,5,"Guanyuan",44.9166666666667,8.52083333333333,1013.28333333333,-0.5125,0.1,2.44583333333333,2013-04-05
2013,4,6,"Guanyuan",65.0952380952381,8.55833333333333,1010.8375,-6.8625,0,1.86666666666667,2013-04-06
2013,4,7,"Guanyuan",49.3224,8.84583333333333,1002.39583333333,-0.608333333333333,0,1.67083333333333,2013-04-07
2013,4,8,"Guanyuan",77.1666666666667,9.02083333333333,1007.19583333333,-10.9041666666667,0,4.725,2013-04-08
2013,4,9,"Guanyuan",83.7916666666667,8.05,1014.60416666667,-9.12916666666667,0,3.9625,2013-04-09
2013,4,10,"Guanyuan",66.215675,7.775,1014.03333333333,-8.325,0,2.59583333333333,2013-04-10
2013,4,11,"Guanyuan",46.6428608695652,9.7875,1012.80833333333,-7.93333333333333,0,2.14583333333333,2013-04-11
2013,4,12,"Guanyuan",37.3533,14.7375,1006.7875,-2.19583333333333,0,1.99166666666667,2013-04-12
2013,4,13,"Guanyuan",48.7916666666667,17.3791666666667,999.095833333333,0.133333333333333,0,3.075,2013-04-13
2013,4,14,"Guanyuan",80.75,11.9375,1004.55416666667,-2.82916666666667,0,2.39583333333333,2013-04-14
2013,4,15,"Guanyuan",64.7391304347826,12.7208333333333,997.729166666667,1.36666666666667,0,1.77916666666667,2013-04-15
2013,4,16,"Guanyuan",74.0833333333333,14.5291666666667,1001.20833333333,0.5875,0,2.38333333333333,2013-04-16
2013,4,17,"Guanyuan",78.0416666666667,12.3583333333333,1005.9125,-1.09583333333333,0,2.09583333333333,2013-04-17
2013,4,18,"Guanyuan",79.0135416666667,11.0208333333333,1017.20416666667,-11.6166666666667,0,2.52083333333333,2013-04-18
2013,4,19,"Guanyuan",57.2608695652174,6.19583333333333,1018.65833333333,-1.24583333333333,0.0125,2.70416666666667,2013-04-19
2013,4,20,"Guanyuan",63.0833333333333,8.92083333333333,1015.35833333333,0.7625,0,2.07916666666667,2013-04-20
2013,4,21,"Guanyuan",56.7962583333333,11.8708333333333,1012.3625,3.29583333333333,0,2.29166666666667,2013-04-21
2013,4,22,"Guanyuan",41.875,12.2833333333333,1008.33333333333,6.23333333333333,0,1.7,2013-04-22
2013,4,23,"Guanyuan",25,11.7875,1005.7,7.67083333333333,0,1.35833333333333,2013-04-23
2013,4,24,"Guanyuan",41.5,15.3583333333333,1005.20416666667,2.25833333333333,0,1.92916666666667,2013-04-24
2013,4,25,"Guanyuan",57.2083333333333,14.9125,1007.47916666667,-3.28333333333333,0,2.3,2013-04-25
2013,4,26,"Guanyuan",61.9583333333333,16.1875,1004.45,2.20416666666667,0,1.34166666666667,2013-04-26
2013,4,27,"Guanyuan",100.739130434783,17.8041666666667,1005.23333333333,3.7125,0,1.4375,2013-04-27
2013,4,28,"Guanyuan",82.7083333333333,16.2541666666667,1004.77083333333,4.39166666666667,0,1.2875,2013-04-28
2013,4,29,"Guanyuan",70.4696416666667,20.1166666666667,1006.45,-2.975,0,2.25416666666667,2013-04-29
2013,4,30,"Guanyuan",69.6666666666667,20.7166666666667,1008.27083333333,-3.4625,0,1.58333333333333,2013-04-30
2013,5,1,"Guanyuan",93.4347826086957,17.4041666666667,1009.47083333333,2.45,0,1.95416666666667,2013-05-01
2013,5,2,"Guanyuan",91.5833333333333,19.2291666666667,1006.31666666667,5.17083333333333,0,1.75,2013-05-02
2013,5,3,"Guanyuan",125.708333333333,18.1291666666667,1011.19166666667,7.23333333333333,0,2.07916666666667,2013-05-03
2013,5,4,"Guanyuan",117.708333333333,18.7791666666667,1010.77083333333,8.93333333333333,0,1.8625,2013-05-04
2013,5,5,"Guanyuan",114.217391304348,20.5875,1010.6,11.9916666666667,0,1.43333333333333,2013-05-05
2013,5,6,"Guanyuan",134.820108333333,22.9333333333333,1008.67916666667,13.175,0,1.525,2013-05-06
2013,5,7,"Guanyuan",134.875,23.2416666666667,1009.2,12.4333333333333,0,1.45833333333333,2013-05-07
2013,5,8,"Guanyuan",89.8886916666667,20.0708333333333,1008.22916666667,12.65,0.0291666666666667,1.62083333333333,2013-05-08
2013,5,9,"Guanyuan",55,17.6875,1004.0125,12.05,0,1.09166666666667,2013-05-09
2013,5,10,"Guanyuan",55.7083333333333,21.3833333333333,996.083333333333,4.89166666666667,0,2.32916666666667,2013-05-10
2013,5,11,"Guanyuan",25.0404166666667,22.7958333333333,990.033333333333,3.05416666666667,0,1.70416666666667,2013-05-11
2013,5,12,"Guanyuan",6.1761,22.2333333333333,994.491666666667,1.5375,0,1.38333333333333,2013-05-12
2013,5,13,"Guanyuan",75.6676,21.1125,996.791666666667,6.60416666666667,0,1.3875,2013-05-13
2013,5,14,"Guanyuan",84.4166666666667,23.0375,1002.5375,5.99166666666667,0,1.83333333333333,2013-05-14
2013,5,15,"Guanyuan",107.916666666667,21.9916666666667,1010.44166666667,8.34166666666667,0,1.4875,2013-05-15
2013,5,16,"Guanyuan",104.283113043478,21.2041666666667,1010.975,11.1583333333333,0,1.60416666666667,2013-05-16
2013,5,17,"Guanyuan",104.663475,20.7875,1005.9375,13.4291666666667,0,1.55,2013-05-17
2013,5,18,"Guanyuan",96.202575,20.7333333333333,1000.49166666667,15.1875,0,2.26666666666667,2013-05-18
2013,5,19,"Guanyuan",64.1886,20.6208333333333,995.095833333333,4.98333333333333,0,3.075,2013-05-19
2013,5,20,"Guanyuan",84.5213727272727,20.8333333333333,995.0125,3.32083333333333,0,3.25,2013-05-20
2013,5,21,"Guanyuan",117.096,22.2041666666667,994.020833333333,11.5041666666667,0,1.39166666666667,2013-05-21
2013,5,22,"Guanyuan",97.9965,22.2083333333333,1004.91666666667,9.93333333333333,0,1.16666666666667,2013-05-22
2013,5,23,"Guanyuan",92.0948181818182,22.6583333333333,1004.60416666667,10.8666666666667,0,1.025,2013-05-23
2013,5,24,"Guanyuan",70.695652173913,23.7666666666667,1006.36666666667,13.8541666666667,0,1.37916666666667,2013-05-24
2013,5,25,"Guanyuan",96.9166666666667,24.35,1004.90416666667,14.0958333333333,0,1.36666666666667,2013-05-25
2013,5,26,"Guanyuan",36.2916666666667,21.0375,1003.22916666667,17.3916666666667,0.025,1.3375,2013-05-26
2013,5,27,"Guanyuan",46.5586666666667,18.7708333333333,1002.12083333333,16.4208333333333,0.108333333333333,1.09583333333333,2013-05-27
2013,5,28,"Guanyuan",18.4782608695652,19.6416666666667,1000.1125,16.1541666666667,0.0791666666666667,1.725,2013-05-28
2013,5,29,"Guanyuan",71.8333333333333,23.9958333333333,1003.86666666667,4.275,0,2.6125,2013-05-29
2013,5,30,"Guanyuan",99.1959583333333,24.9083333333333,1000.5125,8.75833333333333,0,2.45,2013-05-30
2013,5,31,"Guanyuan",127,24.2625,997.0125,15.6625,0,1.75833333333333,2013-05-31
2013,6,1,"Guanyuan",83.3478260869565,24.675,1000.95416666667,9.8375,0,1.3,2013-06-01
2013,6,2,"Guanyuan",84.0844416666667,21.9583333333333,999.1875,16.45,0,1.12916666666667,2013-06-02
2013,6,3,"Guanyuan",127.208333333333,24.9916666666667,999.379166666667,15.9333333333333,0,1.05833333333333,2013-06-03
